"code
";PrUfungsstellename ;Bundesland;PLZ;Ort;Strasse
5920;BBQ Bildung und Berufliche Qualifizierung gGmbh;Baden-WUrrtemberg;72070;TUbingen;Europaplatz 
21118;VHS Winnenden;Baden-WUrrtemberg;71364;Winnenden;Markstr.
10563;Anglo-german Institute;Baden-WUrttemberg;70174;Stuttgart;Friedrichstra§e
6060;Arbeitskreis fUr Aus- und Weiterbildung e.V.;Baden-WUrttemberg;74072;Heilbronn;Allee
10826;Arbeitskreis fUr Aus- und Weiterbildung e.V.;Baden-WUrttemberg;76185;Karlsruhe;Griesbachstra§e
2660;Berlitz Deutschland GmbH;Baden-WUrttemberg;76133;Karlsruhe;Kaiserstra§e
4519;Berlitz Deutschland GmbH;Baden-WUrttemberg;89073;Ulm;MUnsterplatz
5279;Berlitz Deutschland GmbH;Baden-WUrttemberg;68161;Mannheim;P7
6180;Berlitz Deutschland GmbH;Baden-WUrttemberg;69115;Heidelberg;Sofienstra§e
10874;Berufliche Fortbildungszentren der Bayrischen Wirtschaft gGmbH (bfz);Baden-WUrttemberg;78315;Radolfzell;Robert-Gerwig-Str.
9540;Bildungspark Heilbronn-Franken gGmbH;Baden-WUrttemberg;74076;Heilbronn;Hans-Rie§er-Str.
5659;Carl Duisberg Centrum gGmbH;Baden-WUrttemberg;78315;Radolfzell;FUrstenbergstr.
3323;Christliches Jugenddorfwerk Deutschlands gemeinnUtziger e.V., CJD;Baden-WUrttemberg;76133;Karlsruhe;Kaiserstra§e
7979;CJD Biberach;Baden-WUrttemberg;88400;Biberach;Freiburger Str.
7979;CJD Biberach;Baden-WUrttemberg;88214;Ravensburg;Zwergerstr.
7979;CJD Biberach;Baden-WUrttemberg;88045;Friedrichshafen;Konstantin-SchmŠh-Str.
9551;DAA - Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;79111;Freiburg;Rieselfeldallee
9551;DAA - Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;77652;Offenburg;Poststr.
9551;DAA - Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;79761;Lšrrach;Emma-Stoll-Weg
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;70190;Stuttgart;Hackstra§e
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;72458;Albstadt;Marktstr.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;71034;Bšblingen;Wolf-Hirth-Str.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;71636;Ludwigsburg;Schwieberdinger Str.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;75172;Pforzheim;Westliche Karl-Friedrich-Str.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;76437;Rastatt;Bahnhofstr.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;72764;Reutlingen;Federnseestr.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;78628;Rottweil;Auf dem Wall
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;78224;Singen;Wehrdstr.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;71332;Waiblingen;Ernst-Bihl-Str.
10831;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;73431;Aalen;Ulmer Stra§e
10831;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;73733;Esslingen;Max-Eyth-Str.
10831;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;73037;Gšppingen;Maybachstr.
10825;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;78315;Radolfzell;Eisenbahnstra§e
10831;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;71441;Bopfingen;Bergstr.
10831;Deutsche Angestellten Akademie GmbH;Baden-WUrttemberg;73525;SchwŠbisch GmUnd;Bismarckstr.
5901;Donner + Partner;Baden-WUrttemberg;71636;Ludwigsburg;Mšrikestr.
5821;Donner + Partner GmbH Baden-WUrttemberg BildungsstŠtten;Baden-WUrttemberg;71332;Waiblingen;Stuttgarter Stra§e
5842;Donner + Partner GmbH Baden-WUrttemberg Bildungszentren;Baden-WUrttemberg;73614;Schorndorf;Stuttgarter Str.
2919;Donner + Partner GmbH Bildungszentren;Baden-WUrttemberg;71065;Sindelfingen;Bšblinger Stra§e
7482;Effektiv-Bildung I.S. GmbH;Baden-WUrttemberg;76437;Rastatt;Rauentaler Str.
20460;Go Language;Baden-WUrttemberg;74076;Heilbronn;Austr.
1912;henke schulungen gGmbH;Baden-WUrttemberg;70174;Stuttgart;Fritz-Elsas-Str.
3121;I.d.E. Trainingsinstitut Runne GmbH;Baden-WUrttemberg;76199;Karlsruhe;Rastatter Stra§e
9534;ifas GmbH i.I.;Baden-WUrttemberg;79539;Lšrrach;Brombacher Str.
20140;InFš e. V.;Baden-WUrttemberg;72070;TUbingen;Mauerstr.
5700;inlingua Bodensee-Oberschwaben;Baden-WUrttemberg;88045;Friedrichshafen;Bahnhofplatz
5879;inlingua Business Academy Freiburg;Baden-WUrttemberg;79098;Freiburg;Friedrichstr.
5780;inlingua Sprachcenter Konstanz;Baden-WUrttemberg;78467;Konstanz;Reichenau Str.
1915;Inlingua Sprachcenter Ludwigsburg;Baden-WUrttemberg;71638;Ludwigsburg;Schillerstr.
5782;inlingua Sprachcenter Singen;Baden-WUrttemberg;78224;Singen;Ekkehardstr.
1914;Inlingua Sprachcenter Stuttgart;Baden-WUrttemberg;70173;Stuttgart;Nadlerstr.
5759;inlingua Sprachschule Ulm (AndrŽ GmbH & Co. KG);Baden-WUrttemberg;89073;Ulm;Bahnhofstr.
10804;Institut fUr Bildung;Baden-WUrttemberg;89073;Ulm;Sattlergasse
5259;Internationaler Bund e. V. IB Baden;Baden-WUrttemberg;75173;Pforzheim;Bleichstra§e
10877;Internationaler Bund e. V. IB SUd;Baden-WUrttemberg;89584;Ehingen;Talstr.
1901;Internationaler Bund e.V. IB Baden;Baden-WUrttemberg;76135;Karlsruhe;Scheffelstra§e
5242;Internationaler Bund e.V. IB Baden;Baden-WUrttemberg;68163;Mannheim;Neckarauerstra§e
5542;Internationaler Bund e.V. IB Baden;Baden-WUrttemberg;69115;Heidelberg;Belfortstra§e
10680;Internationaler Bund e.V. IB SUd;Baden-WUrttemberg;74074;Heilbronn;Knorrstra§e
10647;Internationaler Bund e.V. IB SUd;Baden-WUrttemberg;72072;TUbingen;Bismarckstr.
11538;Internationaler Bund e.V. IB SUd;Baden-WUrttemberg;71032;Bšblingen;Ršhrer Weg
6100;iOR Sprachakademie;Baden-WUrttemberg;79539;Lšrrach;Turmstr.
6101;iOR Sprachschule;Baden-WUrttemberg;79098;Freiburg;Hans-Sachs-Gasse
5544;ISL Sprachschule OHG;Baden-WUrttemberg;75172;Pforzheim;Zerrennerstr.
3040;Kolping Bildungswerk WUrttemberg e.V.;Baden-WUrttemberg;70182;Stuttgart;Blumenstr.
4899;Kolping Bildungswerk WUrttemberg e.V.;Baden-WUrttemberg;88499;Riedlingen;Kirchstr.
10808;Kreisvolkshochschule Freudenstadt;Baden-WUrttemberg;72250;Freudenstadt;Landhausstra§e
10809;Mannheimer Abendakademie und Volkshochschule GmbH;Baden-WUrttemberg;68161;Mannheim;U1,
1924;Metis GmbH;Baden-WUrttemberg;70372;Stuttgart;Kleemannstr.
1925;Metis GmbH;Baden-WUrttemberg;73728;Esslingen am Neckar;Martinstr.
20163;Neue Sprachenwelt;Baden-WUrttemberg;89518;Heidenheim;Olgastra§e
20241;PŠdagogisches Zentrum GbR;Baden-WUrttemberg;75173;Pforzheim;Turnstr.
6099;SBB GmbH;Baden-WUrttemberg;89518;Heidenheim;Wilhelmstr.
6085;SchwŠbisch GmUnder VHS;Baden-WUrttemberg;73525;SchwŠbisch GmUnd;MUnsterplatz
10796;Sprachakademie Karlsruhe;Baden-WUrttemberg;76133;Karlsruhe;Waldstra§e
10558;Sprachschule Deutsch-richtig;Baden-WUrttemberg;71638;Ludwigsburg;Netzestra§e
5419;StŠdtische Volkshochschule Crailsheim;Baden-WUrttemberg;74564;Crailsheim;Spitalstra§e
10766;Treffpunkt Lernen;Baden-WUrttemberg;78166;Donaueschingen;Karlstr.
2680;tricos Sprachschule GbR;Baden-WUrttemberg;70174;Stuttgart;Kronenstra§e
5099;Ulmer Volkshochschule e.V.;Baden-WUrttemberg;89073;Ulm;Kornhausplatz
6181;Vatter Bildungszentrum;Baden-WUrttemberg;78048;Villingen-Schwenningen;Vorderer Eckweg
1114;Verein fUr Internationale Jugendarbeit e.V;Baden-WUrttemberg;70173;Stuttgart;Willy-Brandt-Str.
10557;Verein fUr soziale Zusammenarbeit, Dialog und Integration e.V.;Baden-WUrttemberg;71636;Ludwigsburg;GŠnsfussallee
20380;VHS Badische Bergstra§e;Baden-WUrttemberg;69469;Weinheim;Luisenstr.
6019;VHS Heilbronn;Baden-WUrttemberg;74072;Heilbronn;Kirchbrunnenstr.
2721;VHS Karlsruhe e.V.;Baden-WUrttemberg;76133;Karlsruhe;Kaiserallee
5743;VHS Ravensburg e.V.;Baden-WUrttemberg;88212;Ravensburg;Gartenstra§e
11522;VHS Tuttlingen;Baden-WUrttemberg;78532;Tuttlingen;Schulstr.
20300;VHS Weingarten;Baden-WUrttemberg;88250;Weingarten;Heinrich-Schatz-Str.
4139;Volkshochschule Backnang e. V.;Baden-WUrttemberg;71522;Backnang;Bahnhofstr.
5280;Volkshochschule Bad Mergentheim;Baden-WUrttemberg;97980;Bad Mergentheim;Marktplatz
10790;Volkshochschule Baden-Baden e. V.;Baden-WUrttemberg;76532;Baden-Baden;JŠgerweg
20260;Volkshochschule Bezirk Schwetzingen e.V.;Baden-WUrttemberg;68723;Schwetzingen;Mannheimer Str.
1908;Volkshochschule Bšblingen-Sindelfingen e. V.;Baden-WUrttemberg;71032;Bšblingen;Pestalozzistr.
20020;Volkshochschule Buchen e.V.;Baden-WUrttemberg;74722;Buchen;Kellereistra§e
20440;Volkshochschule Calw e.V.;Baden-WUrttemberg;75365;Calw;Kirchplatz
5579;Volkshochschule der Stadt Villingen-Schwenningen;Baden-WUrttemberg;78054;Villingen-Schwenningen;Metzgergasse
10817;Volkshochschule Eberbach-NeckargemUnd e.V.;Baden-WUrttemberg;69412;Eberbach;Bussemerstra§e
4919;Volkshochschule Esslingen;Baden-WUrttemberg;73728;Esslingen;Mettinger Stra§e
11504;Volkshochschule Freiburg e. V.;Baden-WUrttemberg;79098;Freiburg;Rotteckring
10815;Volkshochschule Friedrichshafen;Baden-WUrttemberg;88045;Friedrichshafen;Charlottenstra§e
4920;Volkshochschule Gšppingen;Baden-WUrttemberg;73033;Gšppingen;Mšrikestra§e
10811;Volkshochschule Heidelberg e.V.;Baden-WUrttemberg;69115;Heidelberg;Bergheimer Stra§e
5079;Volkshochschule Hochschwarzwald e.V.;Baden-WUrttemberg;79822;Titisee-Neustadt;Sebastian-Kneipp-Anlage
5179;Volkshochschule Lahr;Baden-WUrttemberg;77933;Lahr;Kaiserstr.
5721;Volkshochschule Landkreis Konstanz e.V.;Baden-WUrttemberg;78224;Singen;Theodor-Hanloser-Str.
4639;Volkshochschule Ludwigsburg;Baden-WUrttemberg;71638;Ludwigsburg;Seestra§e
10641;Volkshochschule Metzingen-Ermstal e.V.;Baden-WUrttemberg;72555;Metzingen;Innere Heerstr.
5870;Volkshochschule Mittleres Taubertal e.V.;Baden-WUrttemberg;97941;Tauberbischofsheim;Struwepfad
10814;Volkshochschule Mosbach e.V.;Baden-WUrttemberg;74821;Mosbach;Hauptstra§e
5381;Volkshochschule Neckarsulm;Baden-WUrttemberg;74172;Neckarsulm;Seestra§e
5059;Volkshochschule Nšrdlicher Breisgau;Baden-WUrttemberg;79312;Emmendingen;Am Gaswerk
7502;Volkshochschule Offenburg e.V., IDS Offenburg;Baden-WUrttemberg;77654;Offenburg;Wilhelm-Bauer-Str.
5019;Volkshochschule …hringen;Baden-WUrttemberg;74613;…hringen;Uhlandstr.
4159;Volkshochschule Rottenburg am Neckar e.V.;Baden-WUrttemberg;72108;Rottenburg;Sprollstra§e
5723;Volkshochschule Rottweil;Baden-WUrttemberg;78628;Rottweil;Kameralamtsgasse
5362;Volkshochschule SchwŠbisch Hall e.V.;Baden-WUrttemberg;74523;SchwŠbisch Hall;Salinenstra§e
10818;Volkshochschule Sinsheim e.V.;Baden-WUrttemberg;74889;Sinsheim;Muthstra§e
10692;Volkshochschule Stuttgart e.V.;Baden-WUrttemberg;70173;Stuttgart;RotebUhlplatz
10819;Volkshochschule SUdliche Bergstra§e e.V.;Baden-WUrttemberg;69168;Wiesloch;Ringstra§e
5319;Volkshochschule SUdlicher Breisgau e. V.;Baden-WUrttemberg;79189;Bad Krozingen;Basler Stra§e
10609;Volkshochschule Unteres Remstal e.V.;Baden-WUrttemberg;71332;Waiblingen;BUrgermUhlenweg
5043;Volkshochschule Wertheim e.V.;Baden-WUrttemberg;97877;Wertheim;Bahnhofstra§e
4979;Zweckverband Volkshochschule KUnzelsau;Baden-WUrttemberg;74653;KUnzelsau;Kirchplatz
10802;Zweckverband Volkshochschule Oberes Nagoldtal;Baden-WUrttemberg;72202;Nagold;Bahnhofstra§e
10824;Arbeitskreis fUr Aus- und Weiterbildung e.V.;Baden-WUrttemberg;76437;Rastatt;Karlsruher Str.
6579;Donner + Partner GmbH Baden-WUrttemberg BildungsstŠtten;Baden-WUrttemberg;71522;Backnang;Annonaystra§e
5799;PROFIL KOLLEG Gesellschaft fUr Weiterbildung mbH;Baden-WUrttemberg;89073;Ulm;Schwambergerstra§e
4879;Kolping Bildungswerk WUrttemberg e.V.;Baden-WUrttemberg;73525;SchwŠbisch GmUnd;UniversitŠtspark
10647;Internationaler Bund e.V. IB SUd;Baden-WUrttemberg;72766;Reutlingen;Karlstr.
6020;USS GmbH;Baden-WUrttemberg;69126;Heidelberg;Engler Str.
5001;Volkshochschule Laupheim;Baden-WUrttemberg;88471;Laupheim;Bahnhofstra§e
21063;Kath. FamilienbildungsstŠtte Caritasverband Mannheim e.V.;Baden-WUrttemberg;68159;Mannheim;L2
21067;F+U Rhein-Main-Neckar gGmbH;Baden-WUrttemberg;69117;Heidelberg;Hauptstra§e
4179;Volkshochschule Schorndorf e. V.;Baden-WUrttemberg;73614;Schorndorf;Augustenstr.
6007;USS GmbH;Baden-WUrttemberg;74889;Sinsheim;Breite Seite
10744;USS GmbH;Baden-WUrttemberg;76185;Karlsruhe;Griesbachstra§e
5821;Donner+Partner GmbH;Baden-WUrttemberg;73037;Gšppingen;Heinrich-Landerer-Str. 
21052;MeYa GmbH;Baden-WUrttemberg;70372;Stuttgart;Kšnig-Karl-Str.
21094;EZplus GmbH;Baden-WUrttemberg;70372;Stuttgart;Wildunger Str.
5861;PersonaPlan;Baden-WUrttemberg;78224;Singen;Widerholdstr.
21122;eduGLOBAL GmbH;Baden-WUrttemberg;76133;Karlsruhe;Erbprinzenstr.
2659;vhs Herrenberg;Baden-WUrttemberg;71083;Herrenberg;TUbinger Str. 
21045;VHS Rheinfelden e.V.;Baden-WUrttemberg;79618;Rheinfelden;Hardtstra§e
21128;Volkshochschule Reutlingen GmbH;Baden-WUrttemberg;72764;Reutlingen;Spendhausstra§e 
21098;tricos Sprachschule GbR;Baden-WUrttemberg;74072;Heilbronn;Allee
7939;Freiburg International Academy gGmbH;Baden-WUrttemberg;79102;Freiburg;GUnterstalstra§e
21138;Kolping Bildungswerk WUrttemberg e.V.;Baden-WUrttemberg;73525;SchwŠbisch GmUnd;UniversitŠtspark
10357;ADK Augsburger Deutschkurse;Bayern;86150;Augsburg;Schaezlerstra§e
1396;Akademia Zentrum fUr Kommunikaton und Bildung GmbH;Bayern;90443;NUrnberg;Bahnhofsplatz
20224;Akademie-Integration-Migration e.V.;Bayern;63739;Aschaffenburg;Wei§enburger Stra§e
1207;AkadRe GmbH;Bayern;90439;NUrnberg;Rothenburger Str.
813;Anderwerk Gesellschaft fUr Neues Handeln;Bayern;80809;MUnchen;Hamburger Stra§e
3739;Arbeiterwohlfahrt Kreisverband Bamberg Stadt und Land e.V.;Bayern;96052;Bamberg;Hauptsmoorstra§e
986;Arbeitsgemeinschaft der Volkshochschulen im Landkreis Hof;Bayern;95028;Hof;Ludwigstra§e
981;Augsburger Volkshochschule e. V.;Bayern;86153;Augsburg;Willy-Brandt-Platz
731;BDP Peters GmbH;Bayern;96215;Lichtenfels;Bamberger Str.
710;Berlitz Deutschland GmbH;Bayern;80331;MUnchen;Kaufingerstr.
9843;Berlitz Deutschland GmbH;Bayern;93053;Regensburg;Friedenstra§e
9404;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;96052;Bamberg;Lichtenhaidestra§e
9503;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;80336;MUnchen;Poccistra§e
9404;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;63897;Miltenberg;Junkerstra§e 
9404;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;95615;Marktredwitz;Wšslauerstra§e 
9404;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;97421;Schweinfurt;Schrammstra§e 
9503;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;86156;Augsburg;Ulmerstra§e 
9503;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH;Bayern;87700;Memmingen;JŠgerndorfer Stra§e
9325;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH (bfz);Bayern;93059;Regensburg;Donaustaufer Stra§e
9325;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH (bfz);Bayern;84034;Landshut;Schillerstra§e 
9325;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH (bfz);Bayern;94036;Passau;Neuburger Stra§e
9325;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH (bfz);Bayern;92637;Weiden;Stockerhutweg
9325;Berufliche Fortbildungszentren der Bayerischen Wirtschaft gGmbH (bfz);Bayern;91522;Ansbach;Rettistra§e
21038;Berufsbildungszentrum Augsburg der Lehmbaugruppe gGmbH;Bayern;86199;Augsburg;Peter-Henlein-Stra§e
10615;BFZ Berufsfšrderungszentrum Peters GmbH;Bayern;84478;Waldkraiburg;Neisseweg
10378;BIB Augsburg gGmbH;Bayern;86159;Augsburg;Memminger Stra§e
10379;BIB Augsburg gGmbH;Bayern;82362;Weilheim;MUnchener Stra§e
10749;BILDUNG UND BERUF  GmbH Sprachenschule Lingua;Bayern;87435;Kempten;Scheibenstra§e
980;Bildungsinstitut PSCHERER GmbH;Bayern;95615;Marktredwitz;Heinrich-Rockstroh-Str.
20280;Bildungskolleg GmbH;Bayern;82362;Weilheim;MUnchener Str.
960;Bildungszentrum im Bildungscampus der Stadt NUrnberg;Bayern;90403;NUrnberg;Gewerbemuseumsplatz
966;Bildungszentrum ISA GmbH;Bayern;94469;Deggendorf;Graflingerstra§e
815;BWS - Edith Schumann e. K.;Bayern;91522;Ansbach;Endresstra§e
592;Caprini Sprachwelten;Bayern;97070;WUrzburg;Theaterstr.
686;DAA - Deutsche Angestellten Akademie GmbH;Bayern;93053;Regensburg;Friedenstra§e
711;DAA - Deutsche Angestellten Akademie GmbH;Bayern;80335;MUnchen;Marsstra§e
970;DAA - Deutsche Angestellten Akademie GmbH;Bayern;86150;Augsburg;Leonhardsberg
978;DAA - Deutsche Angestellten Akademie GmbH;Bayern;83022;Rosenheim;Aventinstra§e
686;DAA - Deutsche Angestellten Akademie GmbH;Bayern;94032;Passau;Spitalhofstr. 
10158;Deutsche Angestellten Akademie  GmbH;Bayern;90443;NUrnberg;Sandstra§e
11558;Deutsches Erwachsenen-Bildungswerk gemeinnUtzige GmbH;Bayern;94315;Straubing;Am Platzl
7271;Deutsches Erwachsenen-Bildungswerk gemeinnUtzige GmbH;Bayern;96047;Bamberg;SchUtzenstra§e
7274;Deutsches Erwachsenen-Bildungswerk gemeinnUtzige GmbH;Bayern;95444;Bayreuth;Maximilianstra§e
7276;Deutsches Erwachsenen-Bildungswerk gemeinnUtzige GmbH;Bayern;95100;Selb;Friedrich-Ebert-Stra§e
10130;Elvida Sprach- und Integrationszentrum GbR;Bayern;90402;NUrnberg;Kornmarkt
10130;Elvida Sprach- und Integrationszentrum GbR;Bayern;90762;FUrth;Gebhardtstra§e
589;Euro-Schulen Aschaffenburg GmbH;Bayern;63739;Aschaffenburg;Goldbacher Str.
1178;Euro-Schulen Nordbayern GmbH;Bayern;90441;NUrnberg;Platenstr.
1181;Euro-Schulen Nordbayern GmbH;Bayern;96052;Bamberg;Ludwigstr.
1137;evangelisches Bildungswerk in Landshut;Bayern;84028;Landshut;Harnischgasse
10575;FD Bildungsakademie e.K.;Bayern;89407;Dillingen;Zwergstra§e
10645;Haus International Landshut e.V.;Bayern;84034;Landshut;Ludmillastra§e
10012;IFP-Gesellschaft fUr Fortbildung und Personalentwicklung mbH;Bayern;93047;Regensburg;Grasgasse
9924;IGeL-Institut fUr ganzheitliches Lernen;Bayern;93055;Regensburg;Bienenheimweg
715;InitiativGruppe - Interkulturelle Begegnung und Bildung e.V.;Bayern;80335;MUnchen;Dachauer Stra§e
962;inlingua Sprachcenter Kempten;Bayern;87435;Kempten;Bodmanstrasse
1179;inlingua Sprachenschule e. K.;Bayern;85049;Ingolstadt;Ludwigstr.
817;inlingua Sprachschule U. u. C. Bernau GmbH;Bayern;80336;MUnchen;Sendlinger-Tor-Platz
656;inlingua Sprachschule WUrzburg (Fulcher GmbH & Co. KG);Bayern;97070;WUrzburg;Ršntgenring
10580;Institut fUr Bildung;Bayern;89250;Senden;Hauptstra§e
1176;Institut Rommel Sprach- und Integrationskurse;Bayern;96450;Coburg;Mauer
20223;Integra Deutschland GmbH;Bayern;80336;MUnchen;Schillerstr.
812;Internationaler Bund e. V. IB SUd;Bayern;80337;MUnchen;Lindwurmstr.
994;Internationaler Bund e. V. IB SUd;Bayern;90762;FUrth;Mathildenstr.
761;ISE Sprach- und Berufsbildungszentrum GmbH;Bayern;92224;Amberg;Kaiser-Ludwig-Ring 
718;KLARTEXT e. V.;Bayern;80333;MUnchen;Augustenstr.
971;Kolping Ingolstadt e.V. Kolping Akademie;Bayern;85049;Ingolstadt;Johannesstra§e
2321;Kolping-Berufsbildungs gGmbH;Bayern;91522;Ansbach;Bahnhofstra§e
2339;Kolping-Berufsbildungs gGmbH;Bayern;91541;Rothenburg o.d.T.;Kapellenplatz
953;Kolping-Berufsbildungs gGmbH;Bayern;90429;NUrnberg;Erlenstr.
984;Kolping-Berufsbildungs-gGmbH Bamberg;Bayern;95444;Bayreuth;Telemannstra§e
603;Kolping-Berufshilfe gGmbH;Bayern;95643;Tirschenreuth;Mitterweg
939;Kolping-Bildungswerk in der Dišzese Augsburg e. V.;Bayern;86152;Augsburg;Frauentorstra§e
947;Kolping-Bildungswerk in der Dišzese Augsburg e. V.;Bayern;86899;Landsberg;Adolph-Kolping-Stra§e
950;Kolping-Bildungswerk in der Dišzese Augsburg e. V.;Bayern;87600;Kaufbeuren;Adolph-Kolping-Str.
948;Kolping-Bildungswerk in der Dišzese Augsburg e. V.;Bayern;87700;Memmingen;Don-Bosco-Weg
705;Kolping-Bildungswerk in der Dišzese Regensburg e. V.;Bayern;93049;Regensburg;Ladehofstr.
705;Kolping-Bildungswerk in der Dišzese Regensburg e. V.;Bayern;92224;Amberg;Kochkellerstra§e
705;Kolping-Bildungswerk in der Dišzese Regensburg e. V.;Bayern;92422;Schwandorf;Bellstra§e
2181;Kolping-Holding-gGmbH Bamberg;Bayern;96047;Bamberg;Wilhelmsplatz
10709;Kolping-Mainfranken GmbH;Bayern;97070;WUrzburg;Kolpingplatz
602;Kompetenzzentrum fUr regionale Bildungsdienstleistungen gGmbH;Bayern;92637;Weiden;Luitpoldstr.
717;MUnchner Bildungswerk e. V.;Bayern;80335;MUnchen;Dachauer Stra§e
720;MUnchner Volkshochschule GmbH;Bayern;81667;MUnchen;Kellerstr.
9764;Noris-Arbeit (NOA) gemeinnUtzige BeschŠftigungsgesellschaft der Stadt NUrnberg;Bayern;90461;NUrnberg;Allersberger Stra§e
968;Peters Bildungs GmbH;Bayern;83024;Rosenheim;Pichlmayrstr.
965;Private Berufsakademie fUr Aus- und Weiterbildung Passau gGmbH;Bayern;94032;Passau;Neuburger Stra§e
723;r&m personalrecruiting und -management OHG;Bayern;81379;MUnchen;Rupert-Mayer-Str.
590;Sprachen Plus e.V.;Bayern;97070;WUrzburg;Haugerring
672;Stadt Regensburg Amt fUr Weiterbildung/Volkshochschule;Bayern;93047;Regensburg;Haidplatz
10245;VHS im StŠdtedreieck e.V.;Bayern;93142;MaxhUtte-Haidhof;Regensburger Str.
1001;VHS im Zweckverband Kommunale Bildung VHS Grafing;Bayern;85560;Ebersberg;Dr.-Wintrich-Str.
689;VHS-Weiterbildungsakademie Kelheim e. V.;Bayern;93309;Kelheim;Lederergasse
2319;Volkshochschule Alt-/Neuštting - Tšging a. Inn e.V.;Bayern;84503;Altštting;Neušttinger Str.
763;Volkshochschule Amberg-Sulzbach;Bayern;92237;Sulzbach-Rosenberg;Obere Gartenstr.
10377;Volkshochschule Aschaffenburg;Bayern;63741;Aschaffenburg;Auhofstra§e
1184;Volkshochschule Bad Reichenhall;Bayern;83435;Bad Reichenhall;Aegidiplatz
991;Volkshochschule Bayreuth;Bayern;95444;Bayreuth;Richard-Wagner-Stra§e
974;Volkshochschule Coburg Stadt und Land gGmbH;Bayern;96450;Coburg;Lšwenstra§e
10706;Volkshochschule der Stadt Karlstadt;Bayern;97753;Karlstadt;Langgasse
732;Volkshochschule der Stadt Schweinfurt;Bayern;97421;Schweinfurt;Markt
9970;Volkshochschule des Landkreises Tirschenreuth;Bayern;95643;Tirschenreuth;St.-Peter-Str.
985;Volkshochschule Donauwšrth e. V.;Bayern;86609;Donauwšrth;Spindeltal
1981;Volkshochschule FUrstenfeldbruck;Bayern;82256;FUrstenfeldbruck;Niederbronnerweg
1177;Volkshochschule FUrth gGmbH;Bayern;90762;FUrth;Hirschenstr.
10502;Volkshochschule Garmisch-Partenkirchen e.V.;Bayern;82467;Garmisch-Partenkirchen;Burgstra§e
1131;Volkshochschule Germering;Bayern;82110;Germering;Therese-Giehse-Platz
2180;Volkshochschule Gršbenzell e.V.;Bayern;82194;Gršbenzell;Rathausstr.
990;Volkshochschule GUnzburg e. V.;Bayern;89312;GUnzburg;BUrgermeister-Landmann-Platz
762;Volkshochschule im Landkreis Cham e.V.;Bayern;93413;Cham;Pfarrer-Seidl-Str.
10807;Volkshochschule Kaufbeuren e.V.;Bayern;87600;Kaufbeuren;Spitaltor
972;Volkshochschule Kempten;Bayern;87435;Kempten;Bodmanstra§e
1120;Volkshochschule Kreis Kronach;Bayern;96317;Kronach;Kulmbacher Str.
10013;Volkshochschule Landkreis Neumarkt e.V;Bayern;92318;Neumarkt;Gartenstra§e
979;Volkshochschule Landkreis Pfaffenhofen an der Ilm;Bayern;85276;Pfaffenhofen a. d. Ilm;Hauptplatz
1139;Volkshochschule Landshut;Bayern;84028;Landshut;LŠndgasse
1080;Volkshochschule Moosburg a.d. Isar e. V.;Bayern;9843;Moosburg;Stadtplatz
1999;Volkshochschule MUhldorf a. Inn e.V.;Bayern;84453;MUhldorf;Schlšrstr.
725;Volkshochschule SUdOst im Landkreis MUnchen GmBH;Bayern;85521;Ottobrunn;Haidgraben
1182;Volkshochschule Traunreut e. V.;Bayern;83301;Traunreut;Marienstra§e
2185;Volkshochschule Waldkraiburg e.V.;Bayern;84478;Waldkraiburg;Graslitzer Str.
10650;Volkshochschule Wasserburg am Inn e.V.;Bayern;83512;Wasserburg am Inn;Salzburger Str.
